cow,date,hour,in_alleys,rest,eat,activity_level,label,oestrus,lameness,mastitis,other_disease,ok,physio_label
151,2015-03-02,1,461.007,3126.318,10.47,-640.89462,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,2,27.001,3572.998,0.0,-817.46938,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,3,12.114,3580.726,0.0,-821.62874,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,4,795.072,2525.189,276.984,-337.24867,disturbance,0.0,0.0,1.0,0.0,0,mastitis
151,2015-03-02,5,476.794,2966.835,148.657,-543.64907,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,6,1667.691,460.36,1471.948,779.16592,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-02,7,197.465,0.0,3402.534,1460.65868,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,8,643.792,611.568,2344.639,947.09446,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,9,153.095,3137.279,309.625,-567.03647,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,10,461.982,0.0,3138.017,1391.88426,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,11,423.422,3.303,3173.274,1399.76291,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,12,210.832,2340.051,1049.116,-63.84989,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,13,196.112,1642.422,1761.465,393.43616,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,14,333.689,0.0,3221.644,1406.48072,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,15,2190.643,1408.253,1.103,27.06795,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-02,16,571.216,0.0,3028.783,1363.48342,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,17,156.007,0.0,3443.992,1471.43776,disturbance,0.0,0.0,1.0,0.0,0,mastitis
151,2015-03-02,18,222.711,0.0,3377.288,1454.09472,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,19,474.371,2492.012,632.513,-231.60794,disturbance,0.0,0.0,1.0,0.0,0,mastitis
151,2015-03-02,20,280.005,3319.994,0.0,-718.79782,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-02,21,295.966,3282.033,22.0,-698.27303,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,22,402.828,3097.551,99.62,-606.14385,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-02,23,492.985,2154.347,946.613,-19.04475,disturbance,0.0,0.0,0.0,1.0,0,other_disease
151,2015-03-02,24,365.927,1603.718,1630.354,374.44186,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,1,105.643,3494.356,0.0,-786.799,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,2,17.608,3582.391,0.0,-821.13265,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,3,121.011,3478.988,0.0,-780.80548,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,4,0.0,3599.999,0.0,-827.99977,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,5,117.208,3482.791,0.0,-782.28865,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,6,1477.854,491.855,1630.29,808.05179,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-03,7,428.449,436.446,2735.104,1116.91294,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,8,12.111,3587.888,0.0,-823.27648,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,9,755.659,1597.172,1205.336,259.797,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,10,562.968,5.506,3031.525,1362.049,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,11,1129.361,1516.241,954.397,232.80907,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,12,171.83,3428.169,0.0,-760.98607,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,13,196.741,1792.219,1611.039,295.90457,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,14,1178.905,11.578,2405.105,1196.10596,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,15,2210.02,0.0,1389.979,937.39438,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,16,293.086,0.0,3306.913,1435.79722,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,17,1576.864,1622.425,400.71,47.43869,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,18,696.976,1667.094,1235.929,247.17472,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,19,558.346,1858.297,1169.033,152.92091,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,20,0.0,3599.999,0.0,-827.99977,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,21,26.441,3573.558,0.0,-817.68778,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,22,15.416,3584.583,0.0,-821.98753,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-03,23,730.571,202.626,2666.802,1190.34422,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-03,24,1117.687,758.402,1723.91,728.43966,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,1,41.828,3558.171,0.0,-811.68685,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,2,280.972,3295.906,23.121,-703.39204,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,3,198.334,3398.36,0.0,-749.88936,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,4,358.22,3213.72,28.059,-670.05562,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,5,173.299,3401.401,19.253,-746.50813,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,6,1230.26,991.294,1378.445,547.79088,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,7,251.592,1280.037,2068.37,614.56161,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,8,30.805,3569.194,0.0,-815.98582,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,9,11.552,3588.447,0.0,-823.49449,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,10,103.675,3496.324,0.0,-787.56652,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,11,1139.846,344.451,2115.702,991.74647,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,12,435.702,19.255,3093.88,1364.71327,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,13,1089.695,375.457,2103.487,971.46063,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,14,1198.761,2391.879,9.359,-354.39963,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,15,2740.926,635.613,223.46,386.21037,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,16,1004.893,0.0,2595.106,1250.7274,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,17,439.771,164.544,2995.684,1290.70552,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,18,562.187,1456.959,1580.853,418.80761,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,19,41.8,3558.199,0.0,-811.69777,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,20,93.543,3506.456,0.0,-791.518,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,21,14.305,3585.694,0.0,-822.42082,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,22,1184.028,1806.377,609.594,30.00725,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-04,23,283.14,3302.559,14.3,-708.28017,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-04,24,102.277,3497.722,0.0,-788.11174,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-05,1,26.93,3573.069,0.0,-817.49707,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,2,249.184,3337.067,13.748,-721.88181,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,3,137.199,3462.8,0.0,-774.49216,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,4,649.592,2896.513,53.894,-539.62779,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,5,884.542,2702.256,13.201,-474.44774,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,6,722.098,1855.434,1022.467,118.222,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,7,1344.427,599.527,1613.681,754.96313,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,8,233.703,3349.62,16.676,-726.0162,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,9,538.839,2213.639,847.521,-66.96391,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,10,80.829,0.0,3519.17,1490.98404,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,11,381.686,0.0,3186.422,1399.367,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,12,653.627,2101.937,833.431,-28.82417,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,13,171.226,1468.428,1960.345,513.00262,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,14,719.59,1501.084,1340.743,332.99714,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,15,1763.268,1836.731,0.0,-140.32525,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,16,430.552,144.051,3023.185,1305.49429,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,17,962.897,1643.353,993.749,193.46691,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,18,18.186,3581.813,0.0,-820.90723,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,19,478.095,2513.614,608.29,-246.15422,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,20,779.137,1248.894,1551.054,488.85898,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,21,389.349,3007.752,202.898,-544.26996,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,22,0.0,3599.999,0.0,-827.99977,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,23,110.024,3473.483,16.492,-774.37061,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-05,24,263.422,3336.577,0.0,-725.26519,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,1,37.959,3562.04,0.0,-813.19576,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,2,105.068,2971.369,523.562,-446.70795,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,3,73.141,3526.858,0.0,-799.47478,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,4,45.648,3554.351,0.0,-810.19705,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,5,226.552,3373.447,0.0,-739.64449,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,6,980.964,812.069,1806.966,729.10409,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,7,1566.214,1724.74,309.045,-16.29706,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,8,109.469,3490.53,0.0,-785.30686,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,9,2105.716,1009.466,405.603,275.09064,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,10,116.677,0.0,3483.322,1481.66356,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,11,594.607,0.0,2984.47,1348.61452,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,12,102.442,3443.659,53.898,-753.01369,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,13,612.645,966.846,2003.971,717.31644,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,14,339.78,0.0,1869.51,839.559,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,15,2977.824,0.0,622.175,737.76534,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,16,550.964,0.0,3049.035,1368.74894,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,17,393.387,1745.567,1449.96,270.44471,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,18,304.232,3295.767,0.0,-709.34929,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,19,610.117,2856.545,87.052,-522.82479,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,20,12.121,3587.878,0.0,-823.27258,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,21,486.681,3107.817,5.501,-634.61853,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,22,147.547,3429.326,23.126,-755.42454,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,23,926.329,1195.321,1478.349,494.19539,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-06,24,980.173,1468.425,1101.322,281.64517,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,1,306.562,3293.437,0.0,-708.44059,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,2,85.873,3514.126,0.0,-794.5093,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,3,402.808,3197.191,0.0,-670.90465,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,4,750.51,2848.386,0.0,-535.04718,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,5,191.453,3408.546,0.0,-753.3331,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,6,2125.985,1372.212,99.601,66.38126,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,7,1407.125,1.649,2191.225,1145.07523,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,8,239.978,0.0,3360.021,1449.6053,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,9,146.217,0.0,3453.782,1473.98316,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,10,277.032,2725.529,446.794,-394.89307,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,11,139.757,3460.242,0.0,-773.49454,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,12,11.055,3588.944,0.0,-823.68832,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,13,27.089,3572.91,0.0,-817.43506,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,14,240.425,321.28,3038.294,1240.65708,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,15,2333.433,0.0,1266.566,905.307,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,16,536.38,5.533,3058.086,1368.94433,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,17,200.367,0.0,3399.632,1459.90416,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,18,651.498,1416.653,1497.558,407.38385,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,19,405.391,3194.608,0.0,-669.89728,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,20,183.214,3415.681,1.104,-755.82871,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,21,1182.527,1495.093,815.444,187.81941,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,22,95.947,3504.052,0.0,-790.58044,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,23,34.737,3565.262,0.0,-814.45234,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-07,24,197.895,3391.083,11.021,-743.65707,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,1,298.819,3239.965,61.215,-671.67061,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,2,111.335,3488.664,0.0,-784.57912,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,3,516.306,3042.91,39.128,-600.82658,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,4,577.901,3013.842,4.407,-598.86856,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,5,783.563,2586.725,227.512,-374.02163,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,6,2068.575,532.578,996.642,627.0687,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,7,512.526,17.091,3070.382,1367.63367,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,8,94.889,0.0,3505.11,1487.32844,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,9,994.31,0.0,2565.96,1236.7928,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,10,188.232,3044.614,367.153,-515.93984,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,11,12.171,3587.828,0.0,-823.25308,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,12,3.319,3596.68,0.0,-826.70536,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,13,791.23,536.072,2249.428,948.06,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,14,342.004,833.766,2424.229,881.13064,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,15,1487.425,600.33,1512.244,735.05458,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,16,281.906,0.0,3254.877,1412.1533,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,17,972.77,1739.811,887.418,128.20223,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,18,206.563,2439.12,954.316,-127.1348,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,19,1031.207,708.525,1779.694,749.50385,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,20,4.417,3595.582,0.0,-826.27714,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,21,160.528,3437.265,2.206,-763.95995,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,22,18.741,3581.258,0.0,-820.69078,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,23,224.991,2700.427,674.581,-301.77563,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-08,24,321.634,0.0,3217.693,1402.8925,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,1,203.413,2668.429,728.157,-275.36665,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,2,40.754,3559.245,0.0,-812.10571,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,3,74.866,3525.133,0.0,-798.80203,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,4,8.252,3591.747,0.0,-824.78149,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,5,119.976,3480.023,0.0,-781.20913,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,6,1153.723,998.405,1447.871,563.06835,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,7,1247.544,722.493,1629.962,718.01769,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,8,62.264,3276.94,260.795,-634.20006,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,9,68.398,0.0,3531.601,1494.2161,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,10,414.751,0.0,3087.924,1363.28824,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,11,680.793,51.048,2866.451,1301.09526,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,12,0.0,3599.999,0.0,-827.99977,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,13,892.015,1125.426,1527.278,525.33118,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,14,1802.34,170.219,1311.288,799.96499,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,15,2618.912,981.087,0.0,193.37591,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,16,412.098,0.0,3187.901,1404.8541,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,17,121.688,3385.335,92.976,-720.10705,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,18,301.36,1811.815,1424.461,229.77377,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,19,549.212,1800.506,1250.281,198.87556,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,20,184.281,3403.583,12.135,-748.24243,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,21,485.718,3114.281,0.0,-638.56975,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,22,660.738,2939.261,0.0,-570.31195,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,23,678.661,1559.397,1316.77,302.96785,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-09,24,510.433,1908.194,1181.372,138.9609,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-10,1,4.401,3595.598,0.0,-826.28338,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,2,105.72,3494.279,0.0,-786.76897,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,3,40.718,3559.281,0.0,-812.11975,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,4,21.462,3578.537,0.0,-819.62959,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,5,24.226,3575.773,0.0,-818.55163,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,6,1531.007,559.647,1509.345,750.16721,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,7,316.211,1409.081,1874.707,513.88207,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-10,8,50.188,3549.811,0.0,-808.42645,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,9,68.398,0.0,3531.601,1494.2161,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,10,476.009,19.349,2424.506,1090.00369,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-10,11,460.34,1302.81,1836.849,545.48468,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-10,12,0.0,3599.999,0.0,-827.99977,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,13,289.361,1090.726,2219.912,727.79382,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,14,2507.041,473.171,604.845,546.33213,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,15,1690.932,1177.922,731.145,306.70796,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,16,476.09,0.0,3096.166,1376.56412,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,17,130.398,3015.255,454.346,-481.81965,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-10,18,10.52,3589.479,0.0,-823.89697,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,19,749.274,2850.725,0.0,-535.78291,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,20,107.549,3492.45,0.0,-786.05566,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,21,859.574,1413.731,1288.636,353.60083,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,22,912.349,399.729,2287.921,1014.96499,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,23,0.0,3599.999,0.0,-827.99977,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-10,24,5.509,3594.49,0.0,-825.85126,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-11,1,52.853,3547.146,0.0,-807.3871,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,2,42.971,3557.028,0.0,-811.24108,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,3,44.055,3555.944,0.0,-810.81832,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,4,53.401,3546.598,0.0,-807.17338,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,5,27.55,3572.449,0.0,-817.25527,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,6,1713.21,333.793,1552.996,849.59953,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,7,360.733,1119.663,2119.603,690.42805,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,8,6.62,3593.379,0.0,-825.41797,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,9,162.343,3232.229,205.427,-631.15845,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,10,397.003,0.0,2000.569,903.75946,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,11,369.117,803.713,2427.169,893.61571,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,12,0.0,3599.999,0.0,-827.99977,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,13,329.049,1247.653,2023.297,615.47239,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,14,1243.873,41.022,2287.372,1150.28086,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,15,2516.131,603.532,480.336,465.50972,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,16,477.688,0.0,3031.96,1349.85328,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,17,108.002,2471.56,1020.437,-122.59494,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,18,13.272,3586.727,0.0,-822.82369,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,19,171.126,3201.967,226.906,-613.77173,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,20,796.331,20.984,2781.581,1290.85066,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,21,490.853,3109.146,0.0,-636.5671,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,22,26.462,3573.537,0.0,-817.67959,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,23,570.721,3029.278,0.0,-605.41858,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-11,24,698.706,2882.564,18.729,-543.33058,control,0.0,0.0,0.0,0.0,1,ok
151,2015-03-12,1,260.593,3317.922,21.484,-712.4039,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,2,46.275,3553.724,0.0,-809.95252,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,3,143.475,3453.219,1.653,-770.59011,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,4,69.203,3530.796,0.0,-801.0106,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,5,99.105,3496.49,4.404,-786.48622,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,6,1458.032,550.967,1591.0,774.78271,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,7,1201.891,432.425,1887.491,885.59103,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,8,272.995,3280.767,41.832,-693.32777,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,9,300.563,3286.227,13.209,-702.19435,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,10,187.988,342.064,3069.947,1240.7811,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-12,11,487.033,0.0,3085.848,1373.98144,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,12,1225.874,1155.938,1199.462,434.04814,disturbance,0.0,1.0,0.0,0.0,0,lameness
151,2015-03-12,13,511.299,1260.946,1827.754,559.44694,disturbance,1.0,0.0,0.0,0.0,0,oestrus
151,2015-03-12,14,1130.15,1263.703,1180.076,385.80423,disturbance,0.0,1.0,0.0,0.0,0,lameness
